days_to_maturity,avg_temperature_C,min_temperature_C,max_temperature_C,humidity_percent,co2_ppm,light_intensity_lux,photoperiod_hours,irrigation_mm,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha,pest_severity,pH,yield_kg_per_m2,variety_Beefsteak,variety_Cherry,variety_Heirloom,variety_Roma,temp_range,NPK_total,N_ratio,P_ratio,K_ratio,light_energy
66.0,23.8,21.2,25.6,66.0,848.0,38514.0,16.0,5.1,231.0,90.0,217.0,0.6,6.0,27.31,0,0,0,1,4.400000000000002,538.0,0.4293680289416951,0.16728624504221887,0.40334572415735,616224.0
78.0,21.3,19.0,22.8,87.2,776.0,24184.0,10.0,5.4,179.0,93.0,241.0,0.0,6.2,18.71,1,0,0,0,3.8000000000000007,513.0,0.34892787456349345,0.18128654935421726,0.4697855741329716,241840.0
73.0,25.3,22.0,26.4,63.2,862.0,25188.0,10.0,6.8,174.0,101.0,246.0,3.1,6.6,14.54,0,1,0,0,4.399999999999999,521.0,0.3339731279578251,0.19385796507896744,0.4721689050438217,251880.0
61.0,24.2,22.0,25.8,70.5,645.0,24213.0,10.0,5.3,194.0,94.0,188.0,1.8,6.6,23.43,0,0,1,0,3.8000000000000007,476.0,0.4075630243538592,0.19747899118176682,0.39495798236353363,242130.0
82.0,24.9,23.6,27.1,89.3,632.0,27226.0,10.0,7.7,244.0,100.0,187.0,2.8,7.0,18.64,0,1,0,0,3.5,531.0,0.45951035695007464,0.18832391678281749,0.3521657243838687,272260.0
82.0,24.7,21.9,26.6,73.9,1021.0,32686.0,13.4,7.0,175.0,73.0,158.0,1.7,6.7,17.08,1,0,0,0,4.700000000000003,406.0,0.4310344816969594,0.17980295522216022,0.3891625606178262,437992.4
79.0,22.8,21.6,24.7,72.1,780.0,37473.0,12.9,7.8,189.0,100.0,173.0,2.4,5.6,17.82,0,0,1,0,3.099999999999998,462.0,0.4090909082054309,0.2164502159817095,0.3744588736483574,483401.7
90.0,27.0,25.5,28.0,84.3,628.0,31382.0,15.7,9.1,227.0,77.0,216.0,3.0,6.2,12.61,0,1,0,0,2.5,520.0,0.4365384606989645,0.14807692279215975,0.41538461458579884,492697.39999999997
70.0,24.0,20.7,26.7,64.6,798.0,17879.0,10.0,6.4,201.0,58.0,165.0,0.0,6.7,17.43,1,0,0,0,6.0,424.0,0.4740566026555269,0.13679245250756497,0.3891509424784176,178790.0
70.0,23.9,22.4,25.5,77.0,902.0,17943.0,10.0,9.9,154.0,51.0,241.0,0.0,7.0,9.08,0,1,0,0,3.1000000000000014,446.0,0.34529147904643165,0.11434977552836373,0.5403587431830521,179430.0
81.0,23.8,22.4,25.0,59.3,992.0,25744.0,11.3,8.6,170.0,79.0,154.0,3.2,5.9,15.59,0,0,0,1,2.6000000000000014,403.0,0.4218362272411012,0.19602977618851172,0.3821339940889975,290907.2
68.0,23.9,21.4,25.5,63.7,1047.0,33133.0,13.9,5.3,171.0,74.0,182.0,5.3,6.8,20.69,0,1,0,0,4.100000000000001,427.0,0.4004683831370764,0.1733021073224775,0.42622950719852576,460548.7
76.0,25.2,24.0,27.1,77.1,584.0,17101.0,10.4,9.0,212.0,52.0,192.0,1.8,7.4,9.08,1,0,0,0,3.1000000000000014,456.0,0.46491227968220994,0.1140350874692213,0.42105263065558635,177850.4
68.0,22.4,20.0,24.0,83.1,686.0,24974.0,10.0,6.1,181.0,53.0,177.0,1.3,6.6,16.64,1,0,0,0,4.0,411.0,0.44038929333238613,0.1289537709757816,0.43065693325874227,249740.0
79.0,25.4,24.3,27.3,82.8,586.0,43204.0,14.9,5.8,217.0,105.0,205.0,1.6,7.0,22.68,1,0,0,0,3.0,527.0,0.41176470510101576,0.19924098633920118,0.3889943066622499,643739.6
84.0,25.2,22.1,28.4,69.0,643.0,29689.0,13.6,8.4,238.0,99.0,238.0,0.0,5.7,14.68,1,0,0,0,6.299999999999997,575.0,0.4139130427584121,0.17217391274404537,0.4139130427584121,403770.39999999997
88.0,24.5,22.6,26.1,72.9,820.0,34351.0,13.2,8.7,249.0,54.0,169.0,0.0,7.1,20.09,0,0,0,1,3.5,472.0,0.5275423717636815,0.1144067794186297,0.3580508466990448,453433.19999999995
63.0,25.8,22.3,27.1,68.6,948.0,27888.0,10.9,7.4,159.0,109.0,210.0,0.0,6.5,18.88,0,0,1,0,4.800000000000001,478.0,0.33263598256770716,0.22803347232628982,0.43933054301395286,303979.2
88.0,24.8,23.2,26.0,77.0,760.0,34785.0,15.7,7.2,189.0,84.0,226.0,1.8,7.3,19.67,1,0,0,0,2.8000000000000007,499.0,0.37875751427102705,0.16833667300934535,0.45290581071561964,546124.5
81.0,21.2,19.2,22.9,72.5,765.0,31284.0,15.8,2.0,215.0,63.0,177.0,2.4,6.9,13.92,1,0,0,0,3.6999999999999993,455.0,0.47252747148895063,0.1384615381572274,0.3890109881560198,494287.2
73.0,27.6,26.1,29.4,68.5,793.0,29469.0,11.3,6.9,167.0,119.0,228.0,5.6,7.0,14.75,1,0,0,0,3.299999999999997,514.0,0.3249027231033021,0.2315175092772033,0.44357976567396934,332999.7
79.0,24.4,22.0,26.7,94.0,962.0,13921.0,10.0,7.4,194.0,53.0,155.0,1.9,7.1,13.59,0,0,1,0,4.699999999999999,402.0,0.4825870634761516,0.13184079569193832,0.3855721383443479,139210.0
72.0,25.3,24.2,26.8,65.3,845.0,21716.0,11.6,7.2,217.0,119.0,171.0,0.9,6.0,15.95,0,0,0,1,2.6000000000000014,507.0,0.42800788870215406,0.23471400348182642,0.33727810584363294,251905.6
84.0,22.8,21.4,24.2,79.7,1159.0,36495.0,15.7,8.4,199.0,69.0,191.0,3.2,5.6,11.88,0,0,0,1,2.8000000000000007,459.0,0.4335511973125246,0.15032679705811156,0.4161220034507146,572971.5
85.0,20.9,18.9,22.2,90.2,670.0,39349.0,13.4,5.2,204.0,65.0,250.0,3.2,7.3,21.83,0,0,0,1,3.3000000000000007,519.0,0.39306358305768097,0.12524084754288853,0.48169556747264825,527276.6
87.0,25.2,23.4,27.0,70.3,849.0,34463.0,15.8,4.5,199.0,91.0,224.0,4.1,7.0,19.09,0,1,0,0,3.6000000000000014,514.0,0.3871595323207013,0.177042801211979,0.4357976645217944,544515.4
81.0,26.2,23.9,27.6,73.6,795.0,34054.0,13.2,6.9,227.0,84.0,205.0,2.6,6.4,21.57,0,1,0,0,3.700000000000003,516.0,0.4399224797675921,0.16279069735893276,0.39728682093549067,449512.8
85.0,25.7,24.4,27.9,80.8,677.0,24412.0,14.0,8.7,241.0,77.0,185.0,0.9,6.4,14.8,0,0,0,1,3.5,503.0,0.47912524755641106,0.15308151063005665,0.36779323982546075,341768.0
85.0,25.2,23.7,26.9,73.8,775.0,23338.0,10.0,6.9,154.0,65.0,249.0,1.5,6.2,15.54,0,1,0,0,3.1999999999999993,468.0,0.32905982835670977,0.13888888859211776,0.5320512809144203,233380.0
61.0,26.2,24.5,27.3,82.7,701.0,31892.0,13.6,10.6,189.0,68.0,210.0,1.8,5.0,14.36,0,0,0,1,2.8000000000000007,467.0,0.4047109199042593,0.1456102780607917,0.4496787998936214,433731.2
75.0,20.9,17.1,24.5,73.5,670.0,24003.0,10.0,7.3,156.0,89.0,245.0,0.0,6.3,13.62,1,0,0,0,7.399999999999999,490.0,0.3183673462890462,0.1816326526905456,0.49999999897959185,240030.0
78.0,25.1,23.6,27.2,83.0,798.0,15637.0,10.0,6.1,156.0,87.0,199.0,0.0,7.8,12.59,0,0,0,1,3.599999999999998,442.0,0.3529411756720788,0.1968325787401978,0.45022624332528,156370.0
63.0,23.4,21.4,25.3,73.3,755.0,32182.0,13.9,6.1,204.0,56.0,196.0,0.4,6.2,18.53,0,0,1,0,3.900000000000002,456.0,0.44736842007156047,0.12280701727454602,0.42982456046091105,447329.8
79.0,22.3,20.6,23.4,84.5,607.0,24322.0,10.0,7.9,221.0,83.0,198.0,2.0,6.4,16.37,1,0,0,0,2.799999999999997,502.0,0.440239042947731,0.16533864508896684,0.3944223099712703,243220.0
69.0,28.0,26.2,29.2,68.3,899.0,39489.0,16.0,6.1,223.0,73.0,187.0,4.0,7.0,19.74,0,0,1,0,3.0,483.0,0.4616977216113919,0.15113871604319107,0.3871635602750237,631824.0
72.0,23.2,20.4,24.5,69.8,562.0,19407.0,10.0,6.2,154.0,65.0,212.0,0.7,6.4,15.26,0,0,1,0,4.100000000000001,431.0,0.3573085838577527,0.15081206461528524,0.49187934920677645,194070.0
82.0,27.4,24.5,28.9,68.3,778.0,26658.0,10.0,7.2,207.0,105.0,195.0,0.5,6.9,17.56,1,0,0,0,4.399999999999999,507.0,0.40828402286334514,0.2071005913074939,0.3846153838567744,266580.0
65.0,23.2,21.3,25.2,83.6,767.0,31461.0,13.2,7.9,191.0,62.0,248.0,3.1,6.5,16.95,0,0,0,1,3.8999999999999986,501.0,0.38123752418914664,0.12375249476296907,0.49500997905187627,415285.19999999995
81.0,27.0,25.0,28.7,69.9,840.0,26995.0,14.1,7.8,201.0,100.0,205.0,3.8,6.7,13.99,1,0,0,0,3.6999999999999993,506.0,0.39723320079598184,0.19762845810745364,0.40513833912027997,380629.5
82.0,26.6,25.1,29.5,57.3,636.0,25849.0,13.1,4.9,215.0,96.0,168.0,0.0,6.4,21.66,0,0,1,0,4.399999999999999,479.0,0.4488517735932113,0.20041753611603855,0.35073068820306746,338621.89999999997
81.0,23.2,21.4,25.2,64.3,865.0,26075.0,11.3,4.1,224.0,76.0,153.0,0.0,6.8,19.66,0,1,0,0,3.8000000000000007,453.0,0.4944812351115205,0.16777041905569445,0.3377483436252796,294647.5
78.0,25.5,23.7,26.9,63.2,784.0,29601.0,12.4,10.0,192.0,106.0,237.0,4.8,6.4,10.97,0,1,0,0,3.1999999999999993,535.0,0.35887850400209625,0.1981308407511573,0.4429906533775876,367052.4
70.0,24.1,23.0,27.4,61.1,808.0,35449.0,14.2,5.3,217.0,54.0,243.0,0.7,6.9,22.65,0,0,0,1,4.399999999999999,514.0,0.4221789875054884,0.10505836555436115,0.4727626449946252,503375.8
82.0,25.9,23.5,28.0,69.5,865.0,30496.0,10.0,5.3,218.0,104.0,180.0,2.6,6.1,21.86,0,0,0,1,4.5,502.0,0.4342629473421057,0.207171314328344,0.3585657363375185,304960.0
79.0,27.1,24.5,29.2,64.8,632.0,26341.0,11.5,10.4,191.0,51.0,224.0,0.6,6.3,17.09,1,0,0,0,4.699999999999999,466.0,0.4098712437556411,0.10944205985098271,0.48068669424745347,302921.5
90.0,23.1,20.7,25.0,87.6,826.0,36583.0,14.8,8.1,232.0,118.0,212.0,2.5,7.0,17.83,0,0,1,0,4.300000000000001,562.0,0.41281138716581606,0.20996441243778574,0.3772241986170388,541428.4
66.0,24.1,22.5,26.5,71.7,746.0,37366.0,16.0,6.8,162.0,95.0,170.0,2.3,6.6,14.75,0,0,0,1,4.0,427.0,0.3793910998140724,0.22248243507615356,0.39812646276785374,597856.0
85.0,25.4,23.8,26.6,65.0,796.0,24109.0,10.0,7.0,152.0,117.0,234.0,2.2,6.4,15.52,0,1,0,0,2.8000000000000007,503.0,0.30218687812686507,0.23260437329502112,0.46520874659004224,241090.0
78.0,22.7,21.2,24.7,74.2,797.0,17655.0,10.0,7.6,212.0,102.0,188.0,0.0,6.9,18.96,0,0,0,1,3.5,502.0,0.42231075613085506,0.20318725059126047,0.3745019912858526,176550.0
85.0,24.5,23.1,25.8,80.9,1067.0,32910.0,10.0,7.8,203.0,52.0,162.0,4.2,6.7,16.27,1,0,0,0,2.6999999999999993,417.0,0.48681055039134163,0.12470023950911213,0.3884892077014647,329100.0
66.0,24.4,22.5,26.5,69.3,857.0,28284.0,11.1,4.3,175.0,77.0,232.0,3.6,6.6,15.69,0,0,1,0,4.0,484.0,0.36157024718683833,0.15909090876220885,0.4793388419848371,313952.39999999997
63.0,26.9,25.0,30.1,70.4,796.0,21181.0,10.0,5.5,181.0,85.0,152.0,0.5,7.0,20.44,0,1,0,0,5.100000000000001,418.0,0.43301435303106617,0.20334928181016917,0.3636363627664202,211810.0
79.0,26.2,24.2,27.8,73.2,936.0,17694.0,10.0,12.0,184.0,101.0,216.0,1.3,5.8,13.19,0,1,0,0,3.6000000000000014,501.0,0.36726546832881146,0.2015968059848367,0.43113772369034387,176940.0
61.0,20.4,18.5,22.6,70.5,909.0,37830.0,15.9,5.2,193.0,66.0,230.0,2.6,6.5,18.59,0,0,0,1,4.100000000000001,489.0,0.39468302577774433,0.13496932487736335,0.4703476472999026,601497.0
85.0,25.0,21.8,28.4,57.6,537.0,24252.0,10.0,10.0,166.0,117.0,199.0,0.1,7.0,13.64,0,0,0,1,6.599999999999998,482.0,0.34439833953444327,0.24273858870801124,0.4128630696828567,242520.0
87.0,24.8,23.5,26.3,68.2,728.0,26403.0,10.0,7.2,218.0,114.0,154.0,0.0,6.6,17.88,0,0,0,1,2.8000000000000007,486.0,0.4485596698589307,0.2345679007519179,0.3168724273315382,264030.0
69.0,22.4,20.4,24.5,80.6,915.0,36906.0,14.0,7.2,205.0,84.0,172.0,1.8,6.9,17.85,0,0,1,0,4.100000000000001,461.0,0.4446854654128298,0.18221258094964732,0.3731019514683255,516684.0
86.0,26.5,25.0,28.0,71.1,869.0,29472.0,13.5,7.8,198.0,56.0,226.0,0.3,6.7,15.84,0,0,0,1,3.0,480.0,0.412499999140625,0.1166666664236111,0.4708333323524306,397872.0
73.0,23.9,22.8,25.0,65.4,859.0,36332.0,15.9,7.5,227.0,105.0,239.0,1.0,6.5,18.82,0,1,0,0,2.1999999999999993,571.0,0.39754816042460916,0.18388791561490733,0.41856392220917,577678.8
74.0,25.1,23.0,26.9,79.8,714.0,21820.0,10.0,8.3,206.0,102.0,195.0,2.4,7.2,10.55,1,0,0,0,3.8999999999999986,503.0,0.4095427427245671,0.20278329979565946,0.38767395549170186,218200.0
64.0,28.0,26.9,30.0,81.9,1100.0,34618.0,15.0,9.9,203.0,62.0,221.0,0.6,7.4,13.92,0,1,0,0,3.1000000000000014,486.0,0.4176954723915731,0.1275720161984115,0.4547325093524022,519270.0
74.0,26.6,24.3,28.1,59.9,901.0,12914.0,10.0,8.4,241.0,69.0,196.0,2.0,6.9,10.87,0,0,1,0,3.8000000000000007,506.0,0.4762845840389633,0.136363636094143,0.38735177789060915,129140.0
63.0,25.0,22.9,26.1,71.1,772.0,49114.0,15.7,8.7,210.0,85.0,248.0,3.4,6.4,16.51,1,0,0,0,3.200000000000003,543.0,0.3867403307794837,0.15653775293455294,0.4567219144443427,771089.7999999999
64.0,22.3,20.6,24.0,70.8,744.0,36445.0,15.4,5.1,181.0,84.0,152.0,1.6,6.6,21.01,0,0,1,0,3.3999999999999986,417.0,0.4340527567528711,0.20143884843779652,0.3645083924112509,561253.0
60.0,24.1,22.7,25.8,63.8,514.0,38260.0,12.3,4.4,211.0,85.0,199.0,0.1,6.0,27.86,0,0,0,1,3.1000000000000014,495.0,0.4262626254014896,0.17171717137026835,0.40202020120804,470598.0
89.0,23.8,21.6,26.5,81.0,964.0,40033.0,14.7,7.7,160.0,119.0,234.0,1.6,6.9,15.12,1,0,0,0,4.899999999999999,513.0,0.3118908375986533,0.23196881046399842,0.4561403499880305,588485.1
69.0,27.9,25.3,30.1,83.8,1005.0,40792.0,16.0,10.3,177.0,74.0,249.0,1.5,6.6,14.4,1,0,0,0,4.800000000000001,500.0,0.353999999292,0.147999999704,0.497999999004,652672.0
86.0,26.7,25.0,28.4,70.4,811.0,32410.0,15.8,6.7,160.0,60.0,162.0,1.8,7.0,16.58,0,0,0,1,3.3999999999999986,382.0,0.41884816644280587,0.1570680624160522,0.4240837685233409,512078.0
86.0,25.6,24.3,27.3,79.8,964.0,22693.0,10.0,5.3,189.0,112.0,180.0,0.8,5.6,20.94,1,0,0,0,3.0,481.0,0.39293139211448774,0.2328482323641409,0.3742203734423693,226930.0
82.0,25.6,24.3,27.0,72.1,1064.0,46854.0,13.0,8.4,165.0,94.0,225.0,0.0,7.1,16.1,0,0,1,0,2.6999999999999993,484.0,0.3409090902047333,0.19421487563178744,0.46487603209736356,609102.0
87.0,24.8,23.1,26.5,63.2,713.0,26984.0,10.0,8.8,219.0,99.0,239.0,2.5,6.0,10.14,0,0,1,0,3.3999999999999986,557.0,0.39317773717562343,0.17773788118898046,0.429084379840064,269840.0
72.0,24.2,21.9,25.3,68.4,871.0,25830.0,10.0,6.3,239.0,61.0,165.0,0.3,6.5,21.3,1,0,0,0,3.400000000000002,465.0,0.5139784935183258,0.1311827954168112,0.35483870891432534,258300.0
90.0,24.8,23.4,25.8,79.5,751.0,31560.0,13.6,9.3,164.0,65.0,238.0,2.2,7.3,13.19,0,1,0,0,2.400000000000002,467.0,0.3511777294407329,0.13918629520516854,0.509635973212771,429216.0
65.0,29.8,27.5,30.9,86.0,977.0,24703.0,10.0,10.0,200.0,100.0,184.0,3.7,6.3,10.35,0,0,1,0,3.3999999999999986,484.0,0.41322313964210095,0.20661156982105047,0.3801652884707329,247030.0
61.0,26.6,24.9,28.3,88.2,741.0,27262.0,10.0,8.5,153.0,97.0,152.0,3.5,5.9,11.4,0,1,0,0,3.400000000000002,402.0,0.3805970139786144,0.2412935317380758,0.3781094517957476,272620.0
75.0,28.3,27.1,29.6,88.5,858.0,29392.0,10.0,8.1,193.0,99.0,204.0,0.2,6.8,12.1,1,0,0,0,2.5,496.0,0.38911290244130464,0.19959677379113555,0.4112903217514308,293920.0
61.0,23.8,22.8,25.1,76.5,856.0,25244.0,12.5,5.6,189.0,87.0,199.0,3.1,6.8,16.77,1,0,0,0,2.3000000000000007,475.0,0.39789473600443215,0.18315789435124655,0.4189473675390582,315550.0
79.0,26.7,24.3,29.6,59.8,765.0,35201.0,12.4,9.3,210.0,100.0,202.0,0.7,6.8,14.08,0,1,0,0,5.300000000000001,512.0,0.4101562491989136,0.19531249961853028,0.39453124922943117,436492.4
68.0,26.3,24.4,27.4,57.8,750.0,37597.0,11.7,5.7,245.0,52.0,241.0,0.9,6.4,23.53,0,0,0,1,3.0,538.0,0.45539033372604026,0.09665427491328202,0.44795538950194164,439884.89999999997
90.0,23.3,21.9,24.7,72.2,725.0,24039.0,10.4,6.4,187.0,85.0,173.0,0.4,6.5,24.23,0,1,0,0,2.8000000000000007,445.0,0.4202247181567984,0.19101123552581745,0.38876404407019316,250005.6
89.0,25.9,24.6,27.0,62.4,836.0,26169.0,10.0,7.1,229.0,60.0,187.0,3.5,6.7,14.28,1,0,0,0,2.3999999999999986,476.0,0.4810924359640915,0.1260504199032554,0.3928571420318127,261690.0
80.0,24.2,21.7,25.3,70.6,707.0,25402.0,10.0,9.1,232.0,113.0,160.0,0.5,6.2,15.36,0,1,0,0,3.6000000000000014,505.0,0.4594059396843447,0.22376237579452996,0.31683168254092736,254020.0
89.0,27.4,25.9,30.2,81.8,901.0,29696.0,13.9,9.0,249.0,94.0,241.0,0.6,5.6,13.18,0,0,0,1,4.300000000000001,584.0,0.42636986228361323,0.1609589038339745,0.4126712321700835,412774.4
68.0,25.8,24.3,27.5,63.2,961.0,28807.0,13.2,9.8,216.0,93.0,189.0,1.9,6.1,13.55,0,0,0,1,3.1999999999999993,498.0,0.43373493888808246,0.18674698757681327,0.3795180715270721,380252.39999999997
72.0,23.7,21.3,25.9,88.7,773.0,32020.0,13.5,7.2,197.0,115.0,194.0,2.9,5.9,18.2,1,0,0,0,4.599999999999998,506.0,0.38932806247168367,0.2272727268235717,0.38339920872846006,432270.0
67.0,25.0,21.7,26.5,67.0,869.0,30667.0,10.0,6.4,226.0,100.0,180.0,1.9,7.1,21.78,0,0,0,1,4.800000000000001,506.0,0.4466403153228452,0.19762845810745364,0.35573122459341655,306670.0
88.0,25.4,23.9,27.0,76.5,661.0,25286.0,10.0,6.7,242.0,80.0,221.0,0.3,6.1,20.27,0,0,1,0,3.1000000000000014,543.0,0.445672190707786,0.14732964982075572,0.40699815762983765,252860.0
70.0,28.4,26.1,30.4,80.9,921.0,36724.0,12.4,5.0,216.0,71.0,224.0,3.0,5.7,21.95,0,1,0,0,4.299999999999997,511.0,0.422700586256946,0.13894324826038504,0.4383561635257218,455377.60000000003
70.0,28.3,27.0,31.3,71.9,766.0,22840.0,11.2,6.2,151.0,81.0,228.0,0.4,6.9,17.48,0,0,0,1,4.300000000000001,460.0,0.3282608688516068,0.1760869561389414,0.49565217283553875,255807.99999999997
84.0,22.8,19.8,25.3,70.4,839.0,18798.0,10.0,8.0,165.0,82.0,181.0,4.5,6.5,8.37,0,0,0,1,5.5,428.0,0.3855140177908551,0.19158878459909162,0.4228971952736047,187980.0
74.0,24.4,23.0,25.4,71.7,623.0,25632.0,10.9,7.8,197.0,94.0,200.0,1.5,7.0,13.97,0,0,0,1,2.3999999999999986,491.0,0.4012219951095275,0.19144602812332784,0.40733197473048477,279388.8
61.0,27.4,23.6,28.4,59.4,565.0,32904.0,15.5,6.8,238.0,116.0,217.0,1.2,7.0,23.02,1,0,0,0,4.799999999999997,571.0,0.4168126087271233,0.20315236391742142,0.3800350256041418,510012.0
77.0,25.0,22.8,26.4,67.3,724.0,42096.0,13.6,8.0,200.0,118.0,216.0,4.9,6.5,13.04,1,0,0,0,3.599999999999998,534.0,0.374531834504622,0.220973782357727,0.4044943812649918,572505.6
70.0,26.3,25.5,27.9,54.3,868.0,22779.0,10.1,9.8,220.0,107.0,194.0,0.0,5.4,11.89,0,1,0,0,2.3999999999999986,521.0,0.422264874429434,0.20537427983613382,0.37236084381504636,230067.9
62.0,24.7,23.6,27.7,66.8,1017.0,29315.0,10.2,5.2,155.0,114.0,230.0,1.5,6.7,22.52,0,0,0,1,4.099999999999998,499.0,0.31062124186248247,0.22845691336982582,0.4609218427636837,299013.0
85.0,28.2,26.7,30.4,72.7,763.0,31333.0,14.7,10.3,189.0,68.0,192.0,2.3,7.1,14.84,1,0,0,0,3.6999999999999993,449.0,0.4209354110892307,0.15144766113263328,0.42761692555096453,460595.1
89.0,24.9,21.5,27.0,79.5,681.0,37976.0,14.8,8.4,242.0,65.0,220.0,3.6,6.0,13.24,0,1,0,0,5.5,527.0,0.4592030351817779,0.12333965820998168,0.4174573047107072,562044.8
79.0,27.6,25.5,29.5,59.0,1141.0,34437.0,10.0,6.5,192.0,106.0,156.0,0.0,6.5,20.14,0,0,1,0,4.0,454.0,0.42290748805526984,0.23348017569718024,0.34361233404490676,344370.0
61.0,27.3,26.3,28.5,84.3,708.0,22677.0,10.0,9.3,227.0,59.0,169.0,1.6,5.8,12.15,0,0,0,1,2.1999999999999993,455.0,0.49890109780461295,0.12967032938533993,0.3714285706122449,226770.0
85.0,22.9,21.1,25.9,69.8,742.0,23669.0,11.2,3.4,207.0,105.0,199.0,0.7,6.6,19.38,0,0,1,0,4.799999999999997,511.0,0.40508806182957324,0.20547945165268208,0.3894324845607975,265092.8
68.0,24.8,23.8,26.4,63.2,858.0,19278.0,10.0,9.3,167.0,63.0,215.0,0.1,6.5,11.14,0,0,0,1,2.599999999999998,445.0,0.3752808980330766,0.14157303338972352,0.48314606633000884,192780.0
75.0,25.9,24.6,27.8,91.8,586.0,38573.0,15.7,6.8,208.0,118.0,188.0,0.2,6.3,21.22,0,0,0,1,3.1999999999999993,514.0,0.4046692599130948,0.22957198398915957,0.3657587541522203,605596.1
68.0,27.5,25.4,29.1,74.7,596.0,22895.0,10.0,5.7,222.0,96.0,239.0,1.3,6.9,19.25,1,0,0,0,3.700000000000003,557.0,0.3985637335752895,0.1723518847893144,0.429084379840064,228950.0
88.0,23.3,22.1,24.8,80.9,957.0,16436.0,10.0,9.0,237.0,55.0,199.0,0.3,7.2,10.19,0,1,0,0,2.6999999999999993,491.0,0.48268839005562447,0.11201629305088331,0.40529531485683234,164360.0
76.0,23.4,22.2,26.3,70.1,744.0,30187.0,11.8,8.5,172.0,95.0,242.0,1.2,5.7,13.98,0,0,0,1,4.100000000000001,509.0,0.3379174846013409,0.18664047114608945,0.47544204228793313,356206.60000000003
80.0,23.1,21.5,25.4,72.0,950.0,25871.0,9.9,9.0,155.0,82.0,245.0,1.9,5.8,10.73,1,0,0,0,3.8999999999999986,482.0,0.3215767628183055,0.17012448097484548,0.5082987541321603,256122.90000000002
89.0,24.6,23.4,25.7,77.8,679.0,27141.0,11.4,6.7,185.0,101.0,179.0,0.8,6.9,16.29,0,1,0,0,2.3000000000000007,465.0,0.39784946151000117,0.2172043006081628,0.38494623573129844,309407.4
64.0,26.0,23.0,28.8,89.9,820.0,35619.0,13.0,6.5,220.0,71.0,237.0,3.9,6.2,19.9,0,1,0,0,5.800000000000001,528.0,0.41666666587752527,0.13446969671501952,0.4488636355135158,463047.0
76.0,23.8,22.7,25.3,72.3,771.0,31594.0,15.9,5.9,160.0,68.0,170.0,1.2,6.6,20.87,0,0,1,0,2.6000000000000014,398.0,0.4020100492411808,0.17085427092750183,0.42713567731875457,502344.60000000003
81.0,24.7,20.8,26.3,65.4,598.0,20236.0,10.4,10.2,225.0,90.0,233.0,0.0,6.7,11.86,1,0,0,0,5.5,548.0,0.41058394085659866,0.16423357634263946,0.42518248097594435,210454.4
85.0,27.6,24.8,30.0,63.4,990.0,27475.0,10.0,6.8,170.0,67.0,244.0,1.2,6.4,15.48,0,0,0,1,5.199999999999999,481.0,0.353430352695571,0.13929313900354856,0.5072765062218784,274750.0
66.0,23.4,22.1,24.9,72.4,772.0,16660.0,10.0,7.3,167.0,63.0,240.0,1.7,6.0,16.09,0,1,0,0,2.799999999999997,470.0,0.355319148180172,0.13404255290629244,0.510638296785876,166600.0
64.0,27.8,26.5,28.8,64.8,765.0,31423.0,12.3,6.0,227.0,77.0,206.0,5.1,6.6,20.07,0,0,0,1,2.3000000000000007,510.0,0.44509803834294503,0.15098039186082277,0.4039215678354479,386502.9
67.0,23.8,21.7,25.6,72.7,693.0,33821.0,15.9,5.5,186.0,112.0,196.0,0.0,5.6,18.81,0,1,0,0,3.900000000000002,494.0,0.37651821786129913,0.22672064731433067,0.3967611328000787,537753.9
86.0,25.1,22.8,26.6,71.0,709.0,43965.0,16.0,8.5,234.0,66.0,186.0,0.7,6.0,18.14,1,0,0,0,3.8000000000000007,486.0,0.4814814804907788,0.1358024688563735,0.38271604859523445,703440.0
68.0,23.1,21.8,26.4,66.5,745.0,41262.0,15.5,9.1,198.0,87.0,222.0,0.0,6.9,14.33,1,0,0,0,4.599999999999998,507.0,0.39053254360841705,0.17159763279763782,0.4378698216215585,639561.0
82.0,26.0,23.5,27.7,76.6,676.0,24212.0,10.0,9.5,193.0,110.0,242.0,1.0,5.7,13.13,0,0,1,0,4.199999999999999,545.0,0.35412843971719554,0.2018348620149819,0.4440366964329602,242120.0
71.0,23.6,22.2,25.5,71.2,572.0,22399.0,10.0,3.5,159.0,79.0,236.0,1.8,7.6,15.93,0,0,1,0,3.3000000000000007,474.0,0.3354430372669978,0.16666666631504923,0.4978902943082483,223990.0
81.0,23.4,21.5,25.1,87.5,1056.0,39288.0,15.0,10.4,194.0,120.0,228.0,5.5,7.4,12.95,0,1,0,0,3.6000000000000014,542.0,0.3579335786753993,0.22140221361364906,0.4206642058659332,589320.0
62.0,25.1,22.3,27.0,67.2,708.0,28631.0,10.5,5.4,197.0,85.0,198.0,0.0,7.1,23.41,1,0,0,0,4.699999999999999,480.0,0.41041666581163194,0.17708333296440973,0.412499999140625,300625.5
88.0,24.6,23.2,25.9,64.8,926.0,27620.0,10.0,7.7,234.0,96.0,162.0,0.1,7.0,14.93,0,0,1,0,2.6999999999999993,492.0,0.4756097551308745,0.19512195082292286,0.32926829201368235,276200.0
75.0,27.9,25.4,28.9,79.2,786.0,41134.0,15.7,8.6,197.0,95.0,200.0,2.1,6.3,13.5,1,0,0,0,3.5,492.0,0.4004065032512063,0.19308943050185076,0.40650406421442264,645803.7999999999
